Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
ATS4dv,Atom Transition Space Autocorrelation of Lag 4 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4i,Atom Transition Space Autocorrelation of Lag 4 weighted by Ionization Potential,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4m,Atom Transition Space Autocorrelation of Lag 4 weighted by Atomic Mass,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4p,Atom Transition Space Autocorrelation of Lag 4 weighted by Polarizability,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4pe,Atom Transition Space Autocorrelation of Lag 4 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4s,Atom Transition Space Autocorrelation of Lag 4 weighted by Intrinsic State,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4se,Atom Transition Space Autocorrelation of Lag 4 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS4v,Atom Transition Space Autocorrelation of Lag 4 weighted by Van der Waals Volume,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5Z,Atom Transition Space Autocorrelation of Lag 5 weighted by Atomic Number,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5are,Atom Transition Space Autocorrelation of Lag 5 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5d,Atom Transition Space Autocorrelation of Lag 5 weighted by Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5dv,Atom Transition Space Autocorrelation of Lag 5 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5i,Atom Transition Space Autocorrelation of Lag 5 weighted by Ionization Potential,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5m,Atom Transition Space Autocorrelation of Lag 5 weighted by Atomic Mass,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5p,Atom Transition Space Autocorrelation of Lag 5 weighted by Polarizability,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5pe,Atom Transition Space Autocorrelation of Lag 5 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5s,Atom Transition Space Autocorrelation of Lag 5 weighted by Intrinsic State,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5se,Atom Transition Space Autocorrelation of Lag 5 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS5v,Atom Transition Space Autocorrelation of Lag 5 weighted by Van der Waals Volume,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6Z,Atom Transition Space Autocorrelation of Lag 6 weighted by Atomic Number,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6are,Atom Transition Space Autocorrelation of Lag 6 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6d,Atom Transition Space Autocorrelation of Lag 6 weighted by Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6dv,Atom Transition Space Autocorrelation of Lag 6 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6i,Atom Transition Space Autocorrelation of Lag 6 weighted by Ionization Potential,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6m,Atom Transition Space Autocorrelation of Lag 6 weighted by Atomic Mass,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6p,Atom Transition Space Autocorrelation of Lag 6 weighted by Polarizability,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6pe,Atom Transition Space Autocorrelation of Lag 6 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6s,Atom Transition Space Autocorrelation of Lag 6 weighted by Intrinsic State,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6se,Atom Transition Space Autocorrelation of Lag 6 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS6v,Atom Transition Space Autocorrelation of Lag 6 weighted by Van der Waals Volume,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7Z,Atom Transition Space Autocorrelation of Lag 7 weighted by Atomic Number,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7are,Atom Transition Space Autocorrelation of Lag 7 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7d,Atom Transition Space Autocorrelation of Lag 7 weighted by Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7dv,Atom Transition Space Autocorrelation of Lag 7 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7i,Atom Transition Space Autocorrelation of Lag 7 weighted by Ionization Potential,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7m,Atom Transition Space Autocorrelation of Lag 7 weighted by Atomic Mass,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7p,Atom Transition Space Autocorrelation of Lag 7 weighted by Polarizability,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7pe,Atom Transition Space Autocorrelation of Lag 7 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7s,Atom Transition Space Autocorrelation of Lag 7 weighted by Intrinsic State,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7se,Atom Transition Space Autocorrelation of Lag 7 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS7v,Atom Transition Space Autocorrelation of Lag 7 weighted by Van der Waals Volume,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8Z,Atom Transition Space Autocorrelation of Lag 8 weighted by Atomic Number,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8are,Atom Transition Space Autocorrelation of Lag 8 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8d,Atom Transition Space Autocorrelation of Lag 8 weighted by Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8dv,Atom Transition Space Autocorrelation of Lag 8 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8i,Atom Transition Space Autocorrelation of Lag 8 weighted by Ionization Potential,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8m,Atom Transition Space Autocorrelation of Lag 8 weighted by Atomic Mass,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8p,Atom Transition Space Autocorrelation of Lag 8 weighted by Polarizability,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8pe,Atom Transition Space Autocorrelation of Lag 8 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8s,Atom Transition Space Autocorrelation of Lag 8 weighted by Intrinsic State,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8se,Atom Transition Space Autocorrelation of Lag 8 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATS8v,Atom Transition Space Autocorrelation of Lag 8 weighted by Van der Waals Volume,Mordred,Autocorrelation,Atom Transition Space autocorrelation index weighted by specific atomic properties.
ATSC0Z,Centered Atom Transition Space Autocorrelation of Lag 0 weighted by Atomic Number,Mordred,Autocorrelation,Centered Atom Transition Space autocorrelation index describing spatial pattern of atomic property variances.
ATSC0are,Centered Atom Transition Space Autocorrelation of Lag 0 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Centered Atom Transition Space autocorrelation index describing spatial pattern of atomic property variances.
